FullCategoryName,UPC,BundleTitle,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Electronics -> Video Games -> Games -> Sony,47875101128,Activision Call of Duty: Black Ops Cold War (PlayStation 5),BRAND NEW,B2BMarketplace,0.088,0.088,0.438405797,0.090163934,11,$101 ,15%,13%,0.094827586,11,$101 
Electronics -> Video Games -> Games -> Microsoft,47875101159,Activision Call of Duty: Black Ops Cold War (xb1),BRAND NEW,B2BMarketplace,0.151515152,0.15503876,5.128205128,0.163934426,20,$121 ,10%,9%,0.129310345,15,$91 
Electronics -> Video Games -> Games -> Microsoft,47875101784,Activision Tony Hawk Pro Skater 1 + 2 (Xbox Series X/Xbox One),BRAND NEW,B2BMarketplace,0.097560976,0.097560976,1.142857143,0.105263158,4,$22 ,14%,13%,0.058823529,2,$10 
Electronics -> Video Games -> Games -> Nintendo,47875101814,Activision Crash Bandicoot 4: It's About Time (Nintendo Switch),BRAND NEW,B2BMarketplace,0.223880597,0.227272727,2.472527473,0.267857143,15,$144 ,24%,10%,0.283018868,15,$144 
Electronics -> Video Games -> Games -> Nintendo,47875101845,Activision Tony Hawk's Pro Skater 1 + 2 (Nintendo Switch),BRAND NEW,B2BMarketplace,0.068965517,0.068965517,2.666666667,0.071428571,4,$20 ,14%,13%,0.075471698,4,$20 
Electronics -> Video Games -> Games -> Sony,47875102293,Activision Call of Duty Warzone Gilded Age III Pro Pack (PS4),BRAND NEW,B2BMarketplace,0.151515152,0.151515152,0.185185185,0.833333333,5,$20 ,20%,20%,1,5,$20 
Electronics -> Video Games -> Games -> Sony,47875102460,Activision Call of Duty: Vanguard - PlayStation 4,BRAND NEW,B2BMarketplace,2.584745763,2.584745763,26.54065621,2.723214286,305,"$2,893 ",19%,9%,2.275229358,248,"$2,339 "
Electronics -> Video Games -> Games -> Sony,47875102491,ACTIVISION Call of Duty: Vanguard (Ps5),BRAND NEW,B2BMarketplace,1.546666667,1.546666667,15.20451977,1.657142857,116,"$1,333 ",19%,17%,1.304347826,90,"$1,010 "
Electronics -> Video Games -> Games -> Sony,47875102507,ACTIVISION Call of Duty: Vanguard (Ps5),BRAND NEW,B2BMarketplace,0.025641026,0.025641026,0.2,0.029411765,1,$13 ,22%,22%,0.03125,1,$13 
Electronics -> Video Games -> Games -> Microsoft,47875102521,Activision Call Of Duty: Vanguard (XB1),BRAND NEW,B2BMarketplace,2.980952381,2.980952381,53.27297444,3.817073171,313,"$2,468 ",16%,8%,3.202531646,253,"$1,818 "
Electronics -> Video Games -> Games -> Microsoft,47875102606,ACTIVISION Call of Duty: Vanguard (Xbox Series X),BRAND NEW,B2BMarketplace,0.75,0.756756757,22.98371336,0.8,84,$707 ,15%,15%,0.766666667,69,$551 
Electronics -> Video Games -> Games -> Sony,47875103474,Activision Publishing Call of Duty: Modern Warfare II (PS4),BRAND NEW,B2BMarketplace,0.064516129,0.064516129,1.142857143,0.071428571,4,$64 ,23%,23%,0.074074074,4,$64 
Electronics -> Video Games -> Games -> Sony,47875103481,Activision Call of Duty: Modern Warfare II: C.O.D.E. Edition (PlayStation 4),BRAND NEW,B2BMarketplace,0.030534351,0.031007752,0.202531646,0.036036036,4,$32 ,11%,11%,0.038461538,4,$32 
Electronics -> Video Games -> Games -> Sony,47875103528,Activision Call of Duty: Modern Warfare II - PlayStation 5,BRAND NEW,B2BMarketplace,0.076335878,0.07751938,1.470588235,0.081967213,10,$180 ,26%,26%,0.086206897,10,$180 
Electronics -> Video Games -> Games -> Microsoft,47875103573,"Activision Call of Duty: Modern Warfare II Cross-Gen Edition (Xbox Series X, Xbox One)",BRAND NEW,B2BMarketplace,0.094339623,0.094339623,0.462962963,0.131578947,5,$50 ,14%,14%,0.147058824,5,$50 
Electronics -> Video Games -> Games -> Microsoft,47875103580,Activision Call of Duty: Modern Warfare II Cross-Gen Bundle(Xbox Series X),BRAND NEW,B2BMarketplace,0.090909091,0.090909091,0.166666667,0.2,1,$19 ,27%,27%,,,
Electronics -> Video Games -> Games -> Sony,47875103924,Blizzard Entertainment Diablo IV (PlayStation 4),BRAND NEW,B2BMarketplace,0.451612903,0.459016393,4.192513369,0.518518519,28,$513 ,27%,27%,0.396226415,21,$360 
Electronics -> Video Games -> Games -> Sony,47875103962,Activision Blizzard Diablo IV - (PlayStation 5),BRAND NEW,B2BMarketplace,0.075471698,0.075471698,0.421052632,0.105263158,4,$60 ,21%,22%,0.117647059,4,$60 
Electronics -> Video Games -> Games -> Sony,47875104693,Activision Blizzard Call of Duty: Modern Warfare III (PlayStation 4),BRAND NEW,B2BMarketplace,0.220338983,0.220338983,1.310077519,0.240740741,13,$322 ,35%,36%,0.245283019,13,$322 
Electronics -> Video Games -> Games -> Sony,47875104730,Activision Call Of Duty: Modern Warfare III (PS5),BRAND NEW,B2BMarketplace,0.260869565,0.264705882,1.894736842,0.290322581,18,$565 ,45%,45%,0.245901639,15,$460 
Electronics -> Video Games -> Games -> Microsoft,47875104778,Activision Blizzard Call of Duty: Modern Warfare III (Xbox Series X/Xbox One),BRAND NEW,B2BMarketplace,0.425925926,0.425925926,2.082677165,0.676470588,23,$711 ,44%,45%,0.6875,22,$676 
Electronics -> Video Games -> Games -> Sony,47875104921,Activision Crash Team Rumble Deluxe (PlayStation 5),BRAND NEW,B2BMarketplace,0.660377358,0.744680851,3.990228013,0.921052632,35,$466 ,33%,33%,0.628571429,22,$262 
Electronics -> Computers -> Computer Software -> Games,47875335172,Activision Call Of Duty Black Ops III (PC),BRAND NEW,B2BMarketplace,0.017241379,0.017241379,0.5,0.017857143,1,$5 ,13%,8%,0.018867925,1,$5 
Electronics -> Video Games -> Games -> Sony,47875785465,Activision Inc. Crash 4 It's About Time PS4,BRAND NEW,B2BMarketplace,0.18018018,0.18018018,3.669724771,0.19047619,20,$180 ,18%,15%,0.192307692,20,$180 
Electronics -> Video Games -> Games -> Microsoft,47875785502,Activision Crash Bandicoot 4 It's About Time (Xbox One),BRAND NEW,B2BMarketplace,0.636363636,0.651162791,15.8206278,0.68852459,84,$523 ,11%,10%,0.551724138,64,$343 
Electronics -> Video Games -> Games -> Microsoft,47875846838,Activision Call of Duty: Ghosts (Xbox One),BRAND NEW,B2BMarketplace,0.018867925,0.018867925,0.066666667,0.026315789,1,$5 ,17%,25%,0.029411765,1,$5 
Electronics -> Video Games -> Games -> Microsoft,47875874664,Activision Call Of Duty Black Ops III (Xbox One) Video Game,BRAND NEW,B2BMarketplace,0.009090909,0.009090909,0.2,0.00952381,1,$5 ,14%,10%,0.011111111,1,$5 
Electronics -> Video Games -> Games -> Microsoft,47875881129,Activision Call of Duty: World War II (XBox One),BRAND NEW,B2BMarketplace,0.242857143,0.242857143,2.240310078,0.274193548,17,$92 ,13%,9%,0.216666667,13,$68 
Electronics -> Video Games -> Games -> Sony,47875881181,Activision Call of Duty Black Ops III Zombie Chronicles (Playstation 4),BRAND NEW,B2BMarketplace,0.054054054,0.054054054,0.333333333,0.064516129,2,$10 ,12%,8%,0.071428571,2,$10 
Electronics -> Video Games -> Games -> Microsoft,47875881228,Activision Call of Duty Black Ops III Zombie Chronicles (Xbox One),BRAND NEW,B2BMarketplace,0.115384615,0.115384615,0.6,0.142857143,3,$27 ,22%,15%,0.230769231,3,$27 
Electronics -> Video Games -> Games -> Nintendo,47875881990,Activision 88199 Crash Bandicoot N. Sane Trilogy - Nintendo Switch,BRAND NEW,B2BMarketplace,0.029850746,0.03030303,0.235294118,0.035714286,2,$15 ,22%,19%,0.037735849,2,$15 
Electronics -> Video Games -> Games -> Sony,47875882225,Activision Crash Bandicoot N. Sane Trilogy (PlayStation 4),BRAND NEW,B2BMarketplace,0.352941176,0.418604651,4.213872832,0.432,54,$531 ,29%,20%,0.435483871,54,$531 
Electronics -> Video Games -> Games -> Microsoft,47875882294,Activision Call of Duty: Black Ops 4 - Xbox One Standard Edition,BRAND NEW,B2BMarketplace,0.081081081,0.082191781,1.058823529,0.107142857,6,$35 ,13%,10%,0.094339623,5,$25 
Electronics -> Video Games -> Games -> Sony,47875882331,Activision Call of Duty: Black Ops 4 (Playstation 4),BRAND NEW,B2BMarketplace,0.089552239,0.089552239,1.125,0.107142857,6,$32 ,11%,9%,0.074074074,4,$20 
Electronics -> Video Games -> Games -> Sony,47875882379,Activision Spyro Reignited Trilogy (PS4),BRAND NEW,B2BMarketplace,0.066666667,0.066666667,0.8,0.076923077,2,$20 ,34%,25%,0.111111111,2,$20 
Electronics -> Video Games -> Games -> Microsoft,47875882423,Activision Spyro Reignited Trilogy (Xbox One),BRAND NEW,B2BMarketplace,0.285714286,0.307692308,1.066666667,0.333333333,4,$35 ,22%,22%,0.166666667,1,$5 
Electronics -> Video Games -> Games -> Nintendo,47875883437,"Blizzard Entertainment Diablo III Eternal Collection, Nintendo Switch",BRAND NEW,B2BMarketplace,0.019230769,0.019230769,0.071428571,0.026315789,1,$10 ,17%,17%,0.028571429,1,$10 
Electronics -> Video Games -> Games -> Sony,47875883536,Activision Call Of Duty Bo4 With Cod Point (PS4),BRAND NEW,B2BMarketplace,0.089552239,0.089552239,1.2,0.096774194,6,$30 ,8%,4%,0.098360656,6,$30 
Electronics -> Video Games -> Games -> Microsoft,47875883932,Activision Crash Team Racing - Nitro Fueled (XB1),BRAND NEW,B2BMarketplace,0.5,0.5,6.294797688,0.532258065,33,$193 ,17%,15%,0.533333333,32,$186 
Electronics -> Video Games -> Games -> Nintendo,47875883987,Nintendo Switch Activision Crash Team Racing - Nitro Fueled,BRAND NEW,B2BMarketplace,0.519083969,0.527131783,10.00865801,0.557377049,68,$712 ,30%,26%,0.551724138,64,$664 
Electronics -> Video Games -> Games -> Sony,47875884359,Activision Call of Duty: Modern Warfare PlayStation 4,BRAND NEW,B2BMarketplace,0.111111111,0.124031008,1.446327684,0.124031008,16,$160 ,17%,10%,0.128,16,$160 
Electronics -> Video Games -> Games -> Microsoft,47875884366,Activision Call of Duty: Modern Warfare Standard Edition (Xbox One),BRAND NEW,B2BMarketplace,0.16,0.162162162,1.734939759,0.171428571,12,$75 ,13%,10%,0.101449275,7,$35 
Electronics -> Video Games -> Games -> Sony,47875884731,Activision Tony Hawk's Pro Skater 1 & 2 (PS4),BRAND NEW,B2BMarketplace,0.729166667,0.813953488,15.10273973,0.813953488,105,$543 ,15%,13%,0.808,101,$518 
Electronics -> Video Games -> Games -> Microsoft,47875884779,Activision Tony Hawk's Pro Skater 1 & 2 (XB1),BRAND NEW,B2BMarketplace,1.076923077,1.076923077,14.4,1.2,84,$518 ,15%,12%,1.049180328,64,$359 
Electronics -> Video Games -> Games -> Sony,47875884908,Activision Call of Duty: Black Ops Cold War (PS4),BRAND NEW,B2BMarketplace,0.110091743,0.110091743,3,0.114285714,12,$72 ,12%,10%,0.133333333,12,$72 
Electronics -> Video Games -> Games -> Microsoft,47875884977,Activision Call of Duty: Black Ops Cold War (xb1),BRAND NEW,B2BMarketplace,0.051282051,0.051282051,1.384615385,0.053571429,6,$50 ,14%,8%,0.055045872,6,$50 
Home -> Lighting & Light Fixtures,50049024581,Genie Smart Ultra-Quiet 1 HPc Belt Drive Garage Door Opener with LED lighting - high-quality,BRAND NEW,B2BMarketplace,0.047904192,0.047904192,0.279475983,0.058394161,8,"$1,032 ",65%,65%,0.062015504,8,"$1,032 "
Music -> Music CDs/Vinyl/Tapes,50087470647,"Hollywood Records Queen - Greatest Hits, Vol. 1 By Queen (Vinyl)",BRAND NEW,B2BMarketplace,0.014705882,0.014705882,0.333333333,0.015384615,1,$10 ,31%,31%,0.016129032,1,$10 
Music -> Music CDs/Vinyl/Tapes,50087485696,Walt Disney Records Nightmare Before Christmas Picture Special Ed(Vinyl),BRAND NEW,B2BMarketplace,0.014705882,0.014705882,0.083333333,0.017857143,1,$5 ,22%,21%,0.019230769,1,$5 
Home -> Lighting & Light Fixtures,50277019991,Azalea Floor Lamp Set of 2,BRAND NEW,B2BMarketplace,0.00886918,0.023391813,0.013114754,0.02739726,4,$236 ,49%,49%,0.028776978,4,$236 
"Sports, Fitness & Outdoors -> Outdoor Sports",50743638206,"Little Tikes, 638206M, Adjust and Jam Pro Basketball Set, Blue",BRAND NEW,B2BMarketplace,0.016129032,0.016129032,0.037037037,0.028571429,1,$25 ,50%,44%,0.03030303,1,$25 
Toys -> Learning & Education -> Not Powered,50743638992,"Little Tikes 638992 Story Dream Machine Show & Go Storage Case, Exclusive Stories & Character",BRAND NEW,B2BMarketplace,2.307692308,2.307692308,4.285714286,5,30,$450 ,27%,60%,6,30,$450 
Home -> Kitchen & Dining,50946000688,KitchenAid K45SBWH 4.5 Quart Polished Stainless Steel Mixer Bowl with Handle - K45SB,BRAND NEW,B2BMarketplace,0.005025126,0.007751938,0.008,0.013513514,1,$12 ,20%,20%,0.014285714,1,$12 
"Sports, Fitness & Outdoors -> Camping & Hiking",52000490152,Gatorade 49015 1 Gallon Cooler,BRAND NEW,B2BMarketplace,0.016,0.016,0.08,0.02,2,$12 ,22%,22%,0.021276596,2,$12 
"Clothing, Shoes & Accessories -> Shoes -> Womens",52574945966,"Journee Collection KARIMACOGCOGNAC Karima Women's Knee-High Boots, Size 8.5, Cognac",BRAND NEW,B2BMarketplace,0.013157895,,0.333333333,0.01369863,1,$65 ,83%,83%,0.014285714,1,$65 
"Toys -> Boardgames, Puzzles & Building Blocks",53334997959,Upper Deck 2021-22 Marvel Annual Trading Card Blaster Box,BRAND NEW,B2BMarketplace,0.031446541,0.03875969,0.125,0.042016807,5,$40 ,27%,27%,0.042372881,5,$40 
Home -> Heating & Cooling -> Humidifiers / De-Humidifiers,53891173728,"Bionaire BAP0041UVWH True HEPA 360 UV Air Purifier, Home Air Purifier with True HEPA Air Filter, Medium Room",BRAND NEW,B2BMarketplace,0.011494253,0.011494253,0.022222222,0.023809524,1,$79 ,58%,42%,0.03030303,1,$79 
Home -> Heating & Cooling -> Humidifiers / De-Humidifiers,53891174640,Bionaire BAP9360W True HEPA Mini Tower Air Purifier White Removes 99.7 of Allergens 1 Count,BRAND NEW,B2BMarketplace,0.016129032,0.017391304,0.030075188,0.041666667,2,$40 ,22%,22%,0.044444444,2,$40 
Baby -> Bedding & Decor,58219133507,Globe Electric Dinosaur Duo Multicolor Changing LED Silicone Night Light,BRAND NEW,B2BMarketplace,0.106382979,0.132743363,0.296269203,0.166051661,45,$501 ,37%,37%,0.166051661,45,$501 
Electronics -> Computers -> Accessories -> Other,65030820479,StarTech 2 Port USB KVM Switch Kit with Audio and Cables,BRAND NEW,B2BMarketplace,0.04,0.04,0.25,0.047619048,1,$15 ,45%,42%,0.058823529,1,$15 
"Toys -> Boardgames, Puzzles & Building Blocks",67341935712,LEGO 6379542 Super Mario Yoshis Gift House Expansion Set 71406 Building Set (246 Pieces),BRAND NEW,B2BMarketplace,0.014925373,0.014925373,0.090909091,0.017857143,1,$8 ,27%,27%,0.024390244,1,$8 
Health & Beauty -> Oral Care,69055128848,"Oral-B 7G Electric Toothbrush with 1 Brush Head, Black Onyx",BRAND NEW,B2BMarketplace,0.005181347,0.007751938,0.010752688,0.01,1,$80 ,40%,44%,0.011363636,1,$80 
Health & Beauty -> Oral Care,69055128893,Procter & Gamble IO9 M9.4A1.1A WT Oral-B iO Series 9 Electric Toothbrush with Replacement Brush Heads - Alabaster White 4-Count,BRAND NEW,B2BMarketplace,0.050561798,0.069767442,0.125,0.086538462,9,"$1,305 ",48%,48%,0.088235294,9,"$1,305 "
Health & Beauty -> Shaving,69055129197,"Braun Series 7 7085cc 360 Flex Electric Razor with Stubble Beard Trimmer for Men with SmartCare Center, Beard Trimmer, Black",BRAND NEW,B2BMarketplace,0.007633588,0.007751938,0.038461538,0.009615385,1,$70 ,47%,41%,0.009803922,1,$70 
Health & Beauty -> Oral Care,69055130858,Oral-B Pro Advantage Battery Powered Toothbrush (2 Pack) - Durable,BRAND NEW,B2BMarketplace,1.062176166,1.067708333,2.377248558,1.404109589,205,"$4,510 ",73%,44%,1.474820144,205,"$4,510 "
Health & Beauty -> Oral Care,69055131121,"Oral-B Model iO M6.1B6.1K iO Series 6 Electric Toothbrush with (2) Brush Heads, Black Onyx",BRAND NEW,B2BMarketplace,0.015463918,0.023255814,0.04368932,0.028846154,3,$150 ,50%,50%,0.029411765,3,$150 
Health & Beauty -> Oral Care,69055132401,"Oral-B D103.413.3 Pro 500 Electric Toothbrush with (1) Brush Head, Rechargeable, Black",BRAND NEW,B2BMarketplace,0.206896552,0.23255814,0.746268657,0.294117647,30,$270 ,30%,45%,0.306122449,30,$270 
Health & Beauty -> Oral Care,69055135006,"Oral-B iO Series 4 Electric Toothbrush with (1) Brush Head, Rechargeable, Black",BRAND NEW,B2BMarketplace,0.006329114,0.007751938,0.017241379,0.01,1,$22 ,22%,28%,0.011111111,1,$22 
Health & Beauty -> Oral Care,69055859636,"Oral-B Pro 1000 Rechargeable Electric Toothbrush, White, 1 Ct",BRAND NEW,B2BMarketplace,0.009174312,0.009174312,0.2,0.009615385,1,$18 ,36%,36%,0.011111111,1,$18 
Health & Beauty -> Shaving,69055883075,Braun Series 9 9330s Mens Wet Dry Electric Shaver with Charging Stand,BRAND NEW,B2BMarketplace,0.009708738,0.009708738,0.333333333,0.01,1,$135 ,61%,50%,0.011111111,1,$135 
Health & Beauty -> Shaving,69055889633,Braun 70S-1500s Series 7 7025s Flex Electric Razor Set for Men,BRAND NEW,B2BMarketplace,0.005586592,0.007751938,0.012658228,0.01,1,$60 ,52%,52%,0.011111111,1,$60 
Office -> Office Supplies,71641193086,Sharpie 2146486 Permanent Markers Set Contains Fine Point Markers 60 Count,BRAND NEW,B2BMarketplace,0.018518519,0.018867925,0.025641026,0.071428571,1,$10 ,25%,25%,0.076923077,1,$10 
Toys -> Learning & Education -> Not Powered,71662105853,"Crayola Epic Book of Awesome, All-in-One Coloring Book Set, 288 Animal Coloring Pages",BRAND NEW,B2BMarketplace,0.014492754,0.014492754,0.016129032,0.142857143,1,$2 ,40%,34%,,,
Home -> Kitchen & Dining,71691530039,"Rubbermaid FreshWorks Produce Saver, Medium and Large Produce Storage Containers, 6-Piece Set",BRAND NEW,B2BMarketplace,0.190789474,0.224806202,0.707317073,0.261261261,29,$145 ,25%,16%,0.266055046,29,$145 
Pet Toys & Pet Supplies,73091027676,PetArmor Plus Flea and Tick Topical Treatment for Dogs 45-88lb,BRAND NEW,B2BMarketplace,0.136363636,0.182608696,0.42,0.201923077,21,$252 ,28%,30%,0.214285714,21,$252 
Pet Toys & Pet Supplies,73091035053,PetArmor CapAction Flea Tabs for Dogs 2-25 Pounds(12 Count),BRAND NEW,B2BMarketplace,0.407692308,0.410852713,1.982357092,0.53,53,$318 ,15%,15%,0.588888889,53,$318 
Pet Toys & Pet Supplies,73091035060,PetArmor CapAction Flea Tabs for Dogs 25+ Pounds (12 Count),BRAND NEW,B2BMarketplace,0.75,0.76744186,4.08375,0.951923077,99,$696 ,15%,18%,1.1,99,$696 
Pet Toys & Pet Supplies,73091035077,"PetArmor CapAction Oral Flea Treatment for Cats, 2-25 Pounds(12 Tabs)",BRAND NEW,B2BMarketplace,0.623076923,0.627906977,2.871334792,0.81,81,$486 ,15%,15%,0.9,81,$486 
Pet Toys & Pet Supplies,73091054320,PetArmor 05432 Plus Flea and Tick Prevention for Dogs (Small Dog: 5 to 22 lbs.),BRAND NEW,B2BMarketplace,0.405797101,0.434108527,1.900606061,0.538461538,56,$449 ,20%,20%,0.622222222,56,$449 
Pet Toys & Pet Supplies,73091054337,PetArmor 05432 Plus Flea and Tick Prevention for Dogs (Medium Dog: 23 to 44 lbs.),BRAND NEW,B2BMarketplace,0.333333333,0.356589147,1.714748784,0.442307692,46,$322 ,18%,18%,0.511111111,46,$322 
Pet Toys & Pet Supplies,73091054344,PetArmor 05432 Flea and Tick Prevention for Dogs (Large Dog: 45 to 88 lbs.),BRAND NEW,B2BMarketplace,0.413043478,0.441860465,2.166,0.548076923,57,$462 ,25%,20%,0.633333333,57,$462 
Pet Toys & Pet Supplies,73091054351,"PetArmor 05432 Plus Flea and Tick Prevention for Dogs (Extra Large, 89 to 132 Pounds)",BRAND NEW,B2BMarketplace,0.601449275,0.643410853,3.571280456,0.798076923,83,$415 ,13%,13%,0.922222222,83,$415 
Pet Toys & Pet Supplies,73091054368,"PetArmor Plus 05436 Flea & Tick Protection for Cats, 8 ct.",BRAND NEW,B2BMarketplace,0.398550725,0.426356589,2.042538825,0.528846154,55,$440 ,25%,20%,0.611111111,55,$440 
Home -> Vacuums,73502044179,"Hoover FH50135 Power Scrub Carpet Cleaner w/ SpinScrub Technology, Red",BRAND NEW,B2BMarketplace,0.043478261,0.07826087,0.226256983,0.160714286,9,$351 ,33%,28%,0.163636364,9,$351 
Health & Beauty -> Medical Devices & Daily Living Aids,74108441065,Conair WW930XF W/W Bluetooth Body Analysis Scale - Black,BRAND NEW,B2BMarketplace,0.025423729,0.025423729,0.066666667,0.04109589,3,$42 ,35%,35%,0.048387097,3,$42 
Health & Beauty -> Oral Care,75020064417,Philips Sonicare HX9903/41 Diamond Clean Smart Electric Toothbrush,BRAND NEW,B2BMarketplace,0.018518519,0.018867925,0.052631579,0.029411765,1,$89 ,45%,45%,0.03125,1,$89 
Health & Beauty -> Oral Care,75020072320,Philips Sonicare Protective Clean 5100 Gum Health Black Rechargeable Electric Toothbrush-Black,BRAND NEW,B2BMarketplace,0.007751938,0.008695652,0.038461538,0.01,1,$35 ,39%,44%,0.0125,1,$35 
Health & Beauty -> Oral Care,75020087362,"Philips HX6877/84 Sonicare ProtectiveClean 6100 Whitening Electric Rechargeable Toothbrush, White (2 pk.)",BRAND NEW,B2BMarketplace,0.065934066,0.065934066,0.558139535,0.085714286,12,$828 ,58%,46%,0.086956522,12,$828 
Health & Beauty -> Oral Care,75020100993,"Philips HX3684/23 Sonicare 4300 Power Toothbrush, Rechargeable Electric Toothbrush",BRAND NEW,B2BMarketplace,0.005830904,0.015503876,0.008385744,0.019230769,2,$50 ,25%,38%,0.022222222,2,$50 
Health & Beauty -> Home Health Care,75020101358,"Philips Sonicare HX3641/02 1100 Power Toothbrush, Rechargeable Electric Toothbrush, White Grey",BRAND NEW,B2BMarketplace,2.074074074,2.153846154,9.333333333,2.666666667,56,$280 ,20%,25%,4.307692308,56,$280 
Health & Beauty -> Shaving,75020102751,Philips Norelco Shaver 6500 Wet & Dry Electric Shaver,BRAND NEW,B2BMarketplace,0.015267176,0.015503876,0.074074074,0.019230769,2,$130 ,43%,65%,0.019417476,2,$130 
Health & Beauty -> Oral Care,75020104700,"Philips Sonicare HX9068/80 W3 Premium White Replacement Brush Heads, 8 Count",BRAND NEW,B2BMarketplace,0.019736842,0.023255814,0.037974684,0.04109589,3,$84 ,47%,47%,0.048387097,3,$84 
Health & Beauty -> Hair Care,78729456033,"Hot Tools 990137376 1875 Watt Pro Signature Quietair Power Dryer, White",BRAND NEW,B2BMarketplace,0.009615385,0.010416667,0.032258065,0.01369863,2,$58 ,48%,41%,0.014388489,2,$58 
Home -> Lighting & Light Fixtures,78742314662,DS18474 Blair 4-Light Pendant,BRAND NEW,B2BMarketplace,0.025641026,0.044247788,0.055147059,0.048701299,15,$195 ,13%,13%,0.049019608,15,$195 
Home -> Arts & Crafts,80313020827,E. Mishan & Sons 2495 5-Minute Crafts - Rock Painting Stone Color Paint Kit for Kids,BRAND NEW,B2BMarketplace,0.011235955,0.011235955,0.071428571,0.013333333,1,$6 ,40%,40%,0.014285714,1,$6 
Home -> Arts & Crafts,80313022876,E. Mishan & Sons 5-Minute Crafts - Bracelet Creating Kit for Ages 6+ As Seen on Social Media,BRAND NEW,B2BMarketplace,0.011235955,0.011235955,0.071428571,0.013333333,1,$6 ,40%,40%,0.014285714,1,$6 
Home -> Arts & Crafts,80313023149,E. Mishan & Sons 2493 5-Minute Crafts - 1000pcs Kids Craft Supplies Complete Kit,BRAND NEW,B2BMarketplace,0.011235955,0.011235955,0.071428571,0.013333333,1,$6 ,40%,40%,0.014285714,1,$6 
"Sports, Fitness & Outdoors -> Outdoor Sports",80313070006,"Bell&Howell 7000 Taclight Tactical Flashlight 3 Pack Waterproof & Weatherproof Aircraft Grade Aluminum Construction, 5 Light Modes with 50,000 Hour Cree LEDs, 40x Brighter As Seen on TV",BRAND NEW,B2BMarketplace,0.072463768,0.072463768,0.106837607,0.161290323,5,$45 ,39%,45%,0.076923077,2,$18 
Patio & Garden -> Gardening & Lawn Care -> Other,80313079023,DOUBLE ZAPPER,BRAND NEW,B2BMarketplace,0.021978022,0.022222222,0.125,0.027027027,2,$28 ,35%,35%,0.032786885,2,$28 
"Sports, Fitness & Outdoors -> Camping & Hiking",80313083488,Bell and Howell 8348 5 Modes Tactical Rechargeable Flashlight,BRAND NEW,B2BMarketplace,0.016528926,0.016528926,0.117647059,0.019230769,2,$12 ,21%,20%,0.020618557,2,$12 
"Sports, Fitness & Outdoors -> Shooting",80926694149,Streamlight TLR-8A Flex Tactical Light with Laser,BRAND NEW,B2BMarketplace,0.095238095,0.1,0.2,0.285714286,2,$240 ,55%,55%,,,
Electronics -> Video Games -> Games -> Sony,81013667114,Idea Planet Call of Duty: Modern Warfare III - PlayStation 5 + Limited Collector's Box,BRAND NEW,B2BMarketplace,0.039215686,0.044444444,0.153846154,0.052631579,2,$140 ,47%,47%,0.060606061,2,$140 
Home -> Home Security & Safety,81023007207,"Nest RB-YRD540-WV-605 x Yale Lock, Polished Brass with Nest Connect",BRAND NEW,B2BMarketplace,0.003184713,0.004132231,0.007042254,0.01,1,$150 ,54%,54%,0.0125,1,$150 
Electronics -> Video Games -> Games -> Nintendo,83717271055,Konami Teenage Mutant Ninja Turtles Cowabunga (NSW),BRAND NEW,B2BMarketplace,0.125,0.125,Infinity,0.125,3,$27 ,23%,23%,0.230769231,3,$27 
"Toys -> Boardgames, Puzzles & Building Blocks",83717856528,Konami ITM0009619 Yu-Gi-Oh! Trading Cards: Legendary Duelist Season 3 Booster Box,BRAND NEW,B2BMarketplace,0.011235955,0.011235955,0.017241379,0.032258065,1,$3 ,25%,25%,0.038461538,1,$3 
"Toys -> Boardgames, Puzzles & Building Blocks",83717857235,"Yu-Gi-Oh Trading Cards 2022 Tin of The Pharaoh's Gods, Multi-Color",BRAND NEW,B2BMarketplace,0.007142857,0.007751938,0.035714286,0.008928571,1,$6 ,27%,27%,0.009009009,1,$6 
"Toys -> Boardgames, Puzzles & Building Blocks",83717861140,Yu-Gi-Oh! ITM0012664 Trading Card Games 25TH Anniversary Dueling Heroes Tin,BRAND NEW,B2BMarketplace,0.16,0.16,1.538461538,0.178571429,20,$220 ,50%,50%,0.18018018,20,$220 
Electronics -> Cellular Phones -> Accessories -> Cases,84026238319,"OtterBox 77-88385 iPhone 14 Pro Only Defender Series Case with port protection, Navy",BRAND NEW,B2BMarketplace,0.008064516,0.008064516,0.142857143,0.008547009,1,$5 ,17%,9%,0.008928571,1,$5 
Home -> Kitchen & Dining,84691876465,"GE Profile P7CESAS6RBB Semi-Automatic Espresso Machine with 15 bars of pressure, Milk Frother, and Built-In Wi-Fi - Black",BRAND NEW,B2BMarketplace,0.002304147,0.007751938,0.003012048,0.009803922,1,$190 ,28%,28%,0.018518519,1,$190 
Electronics -> Computers -> Accessories -> Other,85896678199,Kensington K67819WW Preset Combination Cable Lock for Laptops and Other Devices,BRAND NEW,B2BMarketplace,0.87037037,,2.015658077,1.535947712,235,"$1,175 ",19%,19%,1.620689655,235,"$1,175 "
